customer_id,first_year,first_store,zip_code,dm,sex,birth_age,comment,morning_count_weekday,evening_count_weekday,night_count_weekday,morning_count_holiday,evening_count_holiday,night_count_holiday,remake_count,total_item_money,visit_interval
7928,2011,0,NA,拒否,女性,NA,NA,1,1,1,0,1,2,0,1728,125
7929,2011,0,NA,許可,女性,1980,NA,2,0,0,0,2,0,0,2808,147
7930,1997,0,25912,許可,女性,1960,NA,4,7,0,0,0,0,0,44280,61
7931,2011,0,2720836,許可,女性,NA,NA,2,6,0,1,6,0,0,15660,49
7932,2011,0,2990114,許可,女性,1980,NA,0,0,0,0,1,0,0,0,NA
7933,2011,0,NA,許可,男性,1990,NA,0,1,0,0,0,0,0,0,NA
7934,2011,0,NA,許可,女性,NA,NA,0,3,0,0,4,0,0,0,66
7935,2011,0,1040033,許可,女性,1970,NA,0,0,3,0,3,0,0,17928,110
7936,1994,0,1460094,許可,男性,1950,NA,0,5,1,0,4,0,0,28188,72
7937,2011,0,2510047,許可,女性,1960,NA,0,2,0,0,0,1,0,0,172
7938,1996,0,9601242,許可,女性,NA,NA,1,2,1,0,5,0,0,4104,82
7939,2011,0,NA,拒否,男性,NA,NA,0,2,4,0,2,2,0,0,74
7940,2011,0,NA,拒否,女性,NA,NA,0,1,3,0,1,1,0,0,124
7941,1996,0,2150006,許可,女性,NA,NA,0,3,0,0,3,0,0,2376,85
7942,1996,0,2300001,許可,女性,1950,NA,0,4,1,0,4,1,0,0,49
7943,2011,0,1330052,許可,女性,NA,NA,1,6,0,0,0,1,0,1944,57
7944,2011,0,NA,拒否,男性,1950,NA,0,2,0,0,2,0,0,12204,124
7945,1995,0,1330065,拒否,女性,NA,NA,2,8,1,0,8,0,1,27216,37
7946,2011,0,1300021,許可,女性,1980,NA,0,3,0,0,3,0,0,0,134
7947,2006,2,1310033,許可,女性,1960,NA,0,1,10,0,0,4,0,22464,24
7948,2011,0,NA,許可,女性,1980,NA,0,2,2,1,0,3,0,3888,94
7949,1998,0,3360021,拒否,女性,NA,NA,0,5,1,0,0,1,0,41256,89
7950,1993,0,2060821,許可,女性,1940,NA,0,11,0,1,3,0,0,17820,47
7951,1994,0,1130022,許可,女性,NA,NA,0,4,0,0,8,0,0,10044,62
7952,2011,0,1240006,許可,女性,1960,NA,0,3,3,0,0,0,0,1944,89
7953,1994,0,331,許可,女性,1960,NA,0,1,1,0,1,7,0,10800,57
7954,2011,0,3400164,許可,女性,1980,NA,1,1,0,0,2,0,0,3888,97
7955,2011,0,1140003,許可,女性,1990,NA,0,0,0,0,1,0,0,0,NA
7956,2011,0,1350061,許可,女性,1980,NA,0,6,0,0,2,0,0,0,83
7957,2011,0,1620845,許可,女性,1990,NA,0,1,0,0,0,0,0,0,NA
7958,2011,0,1550031,許可,女性,1980,NA,0,4,1,0,5,0,0,7776,77
7959,2011,0,NA,拒否,男性,1980,NA,0,1,0,0,3,1,0,0,153
7960,2011,0,NA,許可,女性,NA,NA,0,0,0,0,2,0,0,0,161
7961,1996,0,1620856,許可,女性,1950,NA,0,7,1,0,3,2,0,18468,55
7962,2011,0,1670042,許可,女性,1950,NA,8,7,0,7,15,0,0,50544,19
7963,1992,0,1120002,拒否,男性,1960,NA,0,9,7,1,1,3,0,3456,34
7964,2011,0,1300005,許可,女性,1970,NA,0,0,0,0,0,1,0,0,NA
7965,2011,0,1350043,許可,女性,1990,NA,0,4,3,0,3,0,0,0,73
7966,2011,0,NA,拒否,女性,1980,NA,2,5,0,3,4,0,0,74736,52
7967,2011,0,1460095,許可,女性,NA,NA,1,0,1,1,0,3,0,3672,126
7968,2011,0,1500001,許可,女性,1990,NA,0,1,4,0,0,4,0,0,76
7969,1993,0,189,許可,女性,1960,NA,0,0,2,0,0,0,0,0,159
7970,2011,0,NA,拒否,男性,NA,NA,0,1,0,0,0,0,0,0,NA
7971,1998,0,3001525,許可,女性,1960,NA,0,2,7,0,3,6,0,4104,41
7972,2011,0,1240012,許可,女性,1980,NA,0,0,0,0,1,0,0,0,NA
7973,1998,0,2080013,許可,男性,1950,NA,1,5,0,1,1,0,0,0,63
7974,2011,0,1340088,許可,女性,1990,NA,1,0,1,0,1,0,0,0,292
7975,2011,0,NA,許可,女性,1970,NA,0,2,0,0,0,0,0,0,152
7976,2011,0,1160012,許可,女性,1940,NA,0,8,0,0,7,0,0,3888,48
7977,2011,0,NA,許可,女性,1970,NA,0,1,0,0,4,1,0,5616,136
7978,1998,0,1140012,許可,女性,1950,NA,2,5,0,1,4,0,0,3888,60
7979,1994,0,1140022,許可,女性,NA,NA,1,10,1,0,0,0,0,19008,61
7980,2011,0,1430015,許可,女性,1930,NA,3,7,3,1,1,2,0,18360,40
7981,2011,0,1010064,許可,女性,1980,NA,0,0,4,0,0,0,0,0,122
7982,2011,0,NA,許可,女性,1980,NA,1,5,2,1,0,1,0,0,69
7983,2011,0,NA,許可,男性,NA,NA,4,30,0,0,0,0,0,4968,21
7984,2011,0,1040052,許可,女性,1980,NA,0,6,2,0,0,1,0,0,80
7985,1996,0,NA,許可,女性,1960,NA,0,1,0,0,4,0,0,0,52
7986,2011,0,NA,許可,女性,NA,NA,0,0,1,0,4,0,0,0,107
7987,1993,0,9260807,許可,女性,1960,NA,0,1,0,0,3,0,0,0,136
7988,1996,0,3300042,許可,女性,1950,NA,4,4,2,0,0,3,0,5832,54
7989,1997,0,1500012,許可,男性,1960,NA,0,1,17,0,1,6,0,18252,29
7990,2011,0,2330016,許可,女性,1980,NA,3,1,0,2,4,0,0,5940,65
7991,2011,0,NA,許可,女性,NA,NA,0,1,0,0,0,0,0,1944,NA
7992,1993,0,1080074,許可,女性,NA,NA,0,11,1,0,3,0,0,154548,44
7993,2011,0,2600006,許可,女性,1960,NA,0,2,1,0,3,1,0,2808,107
7994,1994,0,1770031,許可,女性,NA,NA,0,5,6,0,13,1,0,13176,28
7995,2011,0,1710021,許可,女性,NA,NA,0,15,0,0,0,1,0,0,45
7996,2011,0,1080074,許可,女性,1990,NA,0,2,3,0,0,2,0,18144,97
7997,2011,0,1080074,許可,女性,1950,NA,0,2,0,0,3,1,0,1944,112
7998,1992,0,1800022,許可,女性,1960,NA,0,3,1,0,6,10,0,18900,34
7999,1995,0,1660003,許可,女性,1960,NA,0,2,5,0,3,2,0,0,64
8000,1996,0,1450065,許可,女性,1960,NA,2,9,0,10,17,3,0,8424,18
8001,2011,0,NA,許可,女性,1960,NA,0,3,0,0,0,3,0,0,126
8002,1993,0,1750082,許可,女性,NA,NA,2,11,0,4,9,0,0,41472,29
8003,2011,0,NA,拒否,女性,1960,NA,0,0,0,0,0,1,0,0,NA
8004,1994,0,3001512,許可,女性,1960,NA,0,2,1,0,11,7,0,88992,34
8005,2011,0,1040051,許可,女性,1960,NA,0,2,0,0,1,0,0,4104,51
8006,1998,0,1230841,拒否,女性,1960,NA,0,3,12,0,0,0,0,0,49
8007,1996,0,3510034,許可,女性,NA,NA,0,4,1,0,2,1,0,0,88
8008,2012,0,2150004,許可,男性,1980,NA,0,3,0,0,0,0,0,6048,38
8009,2012,0,1740046,許可,女性,1960,NA,0,1,1,0,0,0,1,0,54
8010,2012,0,1640012,許可,女性,1980,NA,0,2,0,0,1,1,0,1944,43
8011,2012,0,1300002,許可,女性,1990,NA,0,5,0,0,1,0,0,3672,127
8012,2012,0,3502204,許可,女性,1970,NA,0,0,0,0,0,1,0,1944,NA
8013,2012,0,1640012,許可,女性,1990,NA,0,1,1,0,0,0,0,0,56
8014,1996,0,1670054,許可,女性,1970,NA,0,7,2,0,2,2,0,32940,56
8015,2012,0,1350061,許可,女性,NA,NA,0,1,0,0,0,0,0,3024,NA
8016,1997,0,NA,拒否,男性,1960,NA,0,10,11,0,3,1,0,40392,29
8017,2012,0,2150007,許可,男性,1980,NA,0,2,2,0,0,0,0,1944,36
8018,2012,0,NA,許可,女性,1980,NA,0,0,2,0,0,1,0,0,274
8019,1994,0,2720033,許可,女性,1960,NA,0,1,5,0,2,21,0,28404,25
8020,1994,0,3330834,許可,女性,1970,NA,0,2,0,0,0,0,0,648,133
8021,1998,0,2770014,許可,女性,1970,NA,0,1,1,0,0,0,0,10800,379
8022,2012,0,1500012,許可,女性,1960,NA,0,13,7,0,4,4,0,53676,22
8023,2012,0,NA,許可,女性,NA,NA,0,1,3,0,1,0,0,0,134
8024,2012,0,1810013,許可,女性,1980,NA,0,0,0,0,2,0,0,4752,77
8025,2012,0,2010012,許可,女性,1930,NA,0,4,2,0,0,2,0,0,95
8026,1993,0,1410022,許可,女性,1940,NA,0,10,0,0,2,1,0,81864,55
8027,1998,0,1040051,許可,女性,1960,NA,1,3,0,0,0,0,0,0,132
8028,1997,0,2701143,許可,女性,1970,NA,0,2,0,0,0,0,0,0,159
8029,2012,0,1760011,許可,女性,1990,NA,0,1,0,0,0,0,0,0,NA
8030,2012,0,NA,拒否,女性,1980,NA,0,0,0,1,0,0,0,0,NA
8031,2012,0,1040042,許可,女性,NA,NA,0,2,8,0,1,2,0,1944,53
8032,2012,0,3430015,許可,女性,NA,NA,0,1,0,0,0,0,0,0,NA
8033,2012,0,1430011,許可,女性,1980,NA,0,0,1,0,0,0,0,0,NA
8034,1998,0,1120011,許可,女性,NA,NA,0,4,0,1,0,0,0,18144,105
8035,2012,0,2720123,許可,女性,1960,NA,1,6,0,0,0,0,0,18792,108
8036,2012,0,1070052,許可,女性,1970,NA,0,5,1,0,1,0,0,35748,109
8037,2012,0,NA,許可,女性,NA,NA,0,1,0,0,1,0,1,0,417
8038,2012,0,NA,許可,女性,1980,NA,0,1,1,0,0,0,0,0,55
8039,2012,0,1670031,許可,女性,1990,NA,0,1,1,0,0,0,0,0,63
8040,2012,0,2701356,許可,女性,1960,NA,0,18,3,0,8,1,0,24300,25
8041,1997,0,2620032,許可,女性,1970,NA,1,7,0,1,1,0,0,6264,74
8042,2012,0,NA,拒否,女性,1990,NA,0,1,0,0,0,0,0,0,NA
8043,1996,0,135,許可,女性,1970,NA,0,0,3,0,1,0,0,4104,171
8044,1993,0,1500046,許可,男性,1960,NA,0,1,2,0,0,1,0,0,199
8045,1993,0,1320035,許可,男性,NA,NA,0,0,6,0,0,1,0,0,112
8046,2012,0,2920827,許可,女性,1940,NA,0,0,0,0,0,1,0,0,NA
8047,2012,0,2490008,許可,女性,1960,NA,0,1,2,0,0,1,0,11988,63
8048,2012,0,1030007,許可,女性,1960,NA,0,12,2,0,9,10,0,1944,22
8049,1995,0,124,拒否,女性,1970,NA,0,1,1,0,0,0,0,0,8
8050,2012,0,1460083,許可,男性,1990,NA,0,1,8,0,0,1,0,3888,76
8051,1996,0,1650033,拒否,女性,1970,NA,0,7,0,0,0,0,0,0,71
8052,2012,0,1080075,許可,女性,1970,NA,0,18,1,0,0,0,0,5616,38
8053,1995,0,1460082,許可,女性,1930,NA,0,19,1,0,9,0,0,37476,25
8054,2012,0,2701431,許可,女性,1970,NA,1,1,0,0,1,0,0,1944,156
8055,2012,0,2790002,許可,女性,1980,NA,0,1,3,0,4,10,0,1728,42
8056,2012,0,NA,拒否,女性,NA,NA,0,4,2,0,1,2,0,0,88
8057,2012,0,2790002,許可,女性,1970,NA,0,0,2,0,3,5,0,7128,79
8058,2012,0,1350061,許可,男性,NA,NA,1,1,1,0,4,0,0,0,72
8059,2012,0,3360017,許可,女性,NA,NA,0,6,0,0,4,0,0,22248,80
8060,2012,0,NA,許可,女性,NA,NA,0,1,0,0,0,2,0,1944,223
8061,2012,0,1770045,許可,女性,1970,NA,0,0,0,0,0,1,0,0,NA
8062,2012,0,1610032,許可,女性,1960,NA,0,0,0,0,0,3,0,3240,42
8063,2012,0,1460091,許可,女性,1970,NA,1,10,0,2,3,0,0,0,46
8064,1998,0,1350016,許可,女性,NA,NA,0,4,3,0,9,2,0,0,41
8065,1991,0,1200037,許可,女性,1960,NA,0,0,0,0,5,0,0,1728,131
8066,1998,0,1320035,許可,女性,1960,NA,0,3,5,0,1,2,0,0,69
8067,1996,0,2790011,許可,女性,1960,NA,0,0,0,0,1,0,0,0,NA
8068,1998,0,3501133,許可,女性,1960,NA,0,1,2,0,1,0,0,24840,133
8069,1993,0,2993203,許可,女性,1950,NA,0,3,0,0,2,0,0,7992,169
8070,1998,0,1750083,許可,女性,1940,NA,0,2,4,0,1,5,0,8748,44
8071,1997,0,1510053,許可,女性,1970,NA,2,7,0,1,3,0,0,22680,42
8072,1998,0,2770854,許可,女性,1960,NA,0,0,5,0,0,2,0,0,75
8073,1998,0,1250054,許可,女性,1970,NA,0,0,0,0,6,1,0,0,115
8074,1998,0,1250054,許可,女性,1970,NA,0,5,0,1,8,0,0,67176,51
8075,1994,0,1820012,許可,女性,1960,NA,0,3,0,0,5,0,0,7560,75
8076,1990,0,1040044,許可,女性,1950,NA,0,4,0,1,23,0,0,3888,26
8077,1998,0,1350043,許可,女性,NA,NA,0,3,7,0,3,4,0,18144,43
8078,1996,0,1650026,許可,女性,1960,NA,0,9,0,0,5,0,0,38124,52
8079,1998,0,1570062,許可,女性,NA,NA,3,8,0,0,1,0,0,2808,61
8080,1995,0,1130022,許可,男性,1960,NA,0,0,1,0,3,0,0,0,109
8081,1997,0,3500053,許可,女性,NA,NA,0,1,0,0,0,0,0,0,NA
8082,1991,0,1030025,許可,女性,1960,NA,0,3,1,0,3,1,0,18792,92
8083,1997,0,2740825,許可,女性,NA,NA,1,2,0,1,1,0,0,0,150
8084,1996,0,2850034,許可,女性,1970,NA,0,1,0,0,1,1,0,0,194
8085,1997,0,1150056,許可,女性,1970,NA,0,0,1,0,2,3,0,14688,104
8086,1998,0,1310041,許可,女性,1970,NA,0,0,0,0,2,1,0,0,167
8087,1998,0,2630031,許可,女性,1960,NA,0,0,1,0,12,2,0,4104,44
8088,1993,0,1410021,許可,女性,1960,NA,0,0,1,0,25,3,0,1728,25
8089,1996,0,1240011,許可,男性,1970,NA,0,2,0,0,3,2,0,26676,70
8090,1996,0,1510073,許可,女性,1970,NA,0,1,0,0,1,1,0,50176,222
8091,1995,0,1010031,許可,女性,NA,NA,0,6,0,0,22,1,0,52056,24
8092,1995,0,1510072,拒否,女性,1960,NA,0,7,1,0,1,1,0,6480,78
8093,1993,0,1530051,許可,女性,NA,NA,0,7,1,0,1,1,0,0,49
8094,1996,0,2730037,許可,女性,1960,NA,0,8,2,0,2,0,0,2700,56
8095,1996,0,1230851,許可,女性,1970,NA,0,2,3,0,0,6,0,7128,71
8096,1996,0,3520000,許可,女性,1960,NA,0,0,0,0,0,1,0,0,NA
8097,1998,0,2490005,許可,女性,1950,NA,0,0,4,0,1,8,0,58860,55
8098,1998,0,2790011,許可,女性,1960,NA,0,2,2,0,1,3,0,0,62
8099,1992,0,1350042,許可,女性,1950,NA,0,1,0,0,4,1,0,4104,93
8100,1997,0,1300012,許可,女性,NA,NA,0,10,1,0,2,0,0,160380,35
8101,1998,0,3520011,拒否,女性,1960,NA,0,7,0,0,4,0,0,46332,50
8102,1994,0,1040061,許可,男性,1970,NA,0,2,2,0,2,2,0,0,61
8103,1997,0,1520011,許可,女性,1970,NA,2,6,2,0,0,3,0,9396,58
8104,1994,0,1400011,拒否,女性,1970,NA,0,11,8,0,0,0,0,19332,37
8105,1997,0,1560043,拒否,女性,NA,NA,0,5,0,0,2,0,0,14904,68
8106,1993,0,1460084,許可,女性,1970,NA,1,2,7,0,1,3,0,59184,53
8107,1990,0,2360033,許可,女性,NA,NA,0,3,0,0,1,0,0,0,125
8108,1998,0,1140002,許可,女性,NA,NA,0,15,2,0,0,2,1,10800,36
8109,1998,0,1110031,許可,女性,1960,NA,0,2,2,0,2,1,0,0,72
8110,1998,0,1240022,許可,女性,1940,NA,1,4,0,0,2,0,0,8640,67
8111,1994,0,1140015,許可,女性,1950,NA,3,5,4,1,0,0,0,2160,56
8112,1998,0,2720114,許可,女性,NA,NA,0,0,0,0,0,1,0,2808,NA
8113,1995,0,1360076,許可,女性,1990,NA,0,2,13,0,0,6,0,0,34
8114,1995,0,2640033,許可,女性,1960,NA,0,7,11,0,6,2,0,52812,24
8115,1994,0,1140014,許可,女性,1970,NA,0,2,0,0,0,0,0,11880,131
8116,1997,0,1040031,許可,女性,1950,NA,5,2,0,0,7,1,0,0,47
8117,1996,0,3320011,許可,女性,1950,NA,0,7,4,0,1,0,0,82728,60
8118,1994,0,1230851,許可,女性,1960,NA,0,8,1,0,1,0,0,0,48
8119,1996,0,1040043,許可,女性,1960,NA,0,7,2,0,4,1,0,13392,51
8120,1994,0,1130001,許可,女性,NA,NA,0,6,0,0,1,1,0,0,92
8121,1997,0,2610013,許可,女性,NA,NA,0,3,6,0,2,5,0,7776,46
8122,1994,0,1140003,許可,女性,NA,NA,0,7,4,0,5,0,0,56484,47
8123,1995,0,2100833,許可,男性,1960,NA,0,2,7,0,1,5,0,0,48
8124,1996,0,1080074,許可,女性,NA,NA,0,2,2,0,16,0,0,12960,36
8125,1993,0,2701132,許可,女性,1970,NA,0,1,3,0,1,1,0,0,89
8126,1998,0,2850855,許可,女性,1970,NA,0,10,0,0,1,0,0,7884,70
8127,1998,0,1610031,許可,女性,1960,NA,0,4,0,0,7,1,0,9720,42
8128,1998,0,1420064,拒否,女性,NA,NA,0,2,0,0,0,0,0,13608,7
8129,1993,0,1230865,許可,女性,1930,NA,0,14,0,0,2,0,0,17928,46
8130,1999,0,1510064,拒否,女性,NA,NA,0,2,0,0,0,0,0,0,371
8131,1999,0,2790011,許可,女性,NA,NA,0,0,6,0,0,2,0,13824,82
8132,1987,0,1430015,拒否,女性,1960,NA,0,9,5,0,1,2,0,9936,42
8133,1999,0,NA,許可,女性,NA,NA,3,0,0,1,1,0,0,0,104
8134,1998,0,2470066,許可,女性,1960,NA,0,0,2,0,0,0,0,0,280
8135,1999,0,2730021,許可,女性,1940,NA,4,0,0,5,7,0,0,6912,46
8136,1999,0,1430016,許可,女性,NA,NA,0,0,2,0,2,17,0,17820,33
8137,1999,0,1350046,許可,女性,1940,NA,0,8,0,1,5,0,0,4644,52
8138,1998,0,1080074,許可,女性,NA,NA,1,2,0,0,0,0,0,0,160
8139,1994,0,1010021,許可,女性,NA,NA,0,6,0,0,8,10,0,0,30
8140,1999,0,1360075,拒否,女性,NA,NA,0,1,0,0,2,1,0,0,89
8141,1998,0,1350061,許可,女性,1940,NA,1,6,0,0,5,0,0,9180,61
8142,1999,0,2850000,許可,女性,NA,NA,0,28,0,0,0,0,0,28188,26
8143,1994,0,1210802,許可,女性,1940,NA,6,4,0,1,2,0,0,0,55
8144,1999,0,1670033,許可,女性,NA,NA,0,1,1,0,0,1,0,15552,217
8145,1993,0,1540012,許可,女性,1960,NA,0,7,28,0,3,0,0,0,19
8146,1993,0,1460081,許可,女性,NA,NA,0,1,6,0,0,6,0,0,55
8147,1998,0,1410001,許可,女性,NA,NA,1,2,0,2,7,2,0,0,51
8148,1996,0,1160003,許可,女性,NA,NA,0,7,2,0,4,0,0,3456,58
8149,1999,0,1340088,許可,女性,1960,NA,0,7,0,0,7,0,0,18576,53
8150,1994,0,3670244,許可,女性,NA,NA,0,10,4,0,17,3,0,129168,21
8151,1999,0,1130021,許可,女性,1950,NA,0,5,0,0,4,0,0,0,56
8152,1993,0,1160014,許可,女性,1940,NA,0,21,0,0,5,0,0,5184,27
8153,1996,0,NA,許可,男性,1960,NA,0,17,0,0,0,1,0,0,41
8154,1994,0,1130022,許可,女性,1950,NA,0,3,3,0,0,2,0,7560,85
8155,1999,0,1600002,許可,男性,NA,NA,0,1,4,0,1,3,0,7560,83
8156,1999,0,2110024,拒否,女性,1970,NA,0,1,0,0,2,6,0,0,85
8157,1994,0,1160003,許可,女性,1950,NA,0,5,0,0,64,0,0,0,7
8158,1999,0,1610035,許可,女性,1970,NA,8,0,0,3,0,0,3,37368,52
8159,1997,0,2790023,拒否,女性,1970,NA,0,1,2,0,0,0,0,2808,98
8160,1998,0,1120003,拒否,女性,1970,NA,0,5,1,0,0,0,0,0,97
8161,1991,0,1210061,許可,女性,1960,NA,0,0,0,0,0,0,0,1728,NA
8162,1999,0,2780016,許可,女性,1980,NA,0,1,0,0,0,0,0,0,NA
8163,1999,0,2600853,許可,女性,1970,NA,1,4,0,0,9,3,0,0,43
8164,1992,0,1150056,許可,女性,1940,NA,0,3,0,0,7,0,0,1728,70
8165,1999,0,1350047,許可,女性,1960,NA,0,0,7,0,0,14,0,6480,34
8166,1996,0,1040045,許可,男性,1970,NA,0,2,11,0,1,2,0,10044,44
8167,1998,0,1310041,許可,女性,1970,NA,0,2,0,0,1,0,0,0,109
8168,1999,0,1040061,許可,女性,1980,NA,1,3,4,0,1,4,0,27756,36
8169,1999,0,1360074,許可,女性,1970,NA,0,2,2,0,1,2,0,0,58
8170,1994,0,1040033,許可,女性,1940,NA,0,5,3,0,5,0,0,63072,57
8171,1998,0,1350021,許可,女性,1960,NA,0,0,3,0,1,6,0,0,75
8172,1994,0,1210805,拒否,女性,1970,NA,9,4,0,0,4,0,0,3888,41
8173,1999,0,2400111,許可,男性,1960,NA,0,0,0,0,0,16,0,3024,34
8174,1999,0,2400111,許可,女性,1960,NA,0,0,11,0,1,7,0,49572,29
8175,1993,0,1700002,許可,男性,1960,NA,0,3,4,0,1,2,0,6912,69
8176,1998,0,1680065,許可,女性,NA,NA,0,2,0,1,0,0,0,0,143
8177,1999,0,3001624,拒否,女性,NA,NA,0,0,0,0,2,0,0,0,259
8178,1999,0,1230851,許可,女性,1960,NA,0,4,0,0,2,0,0,0,73
8179,NA,0,1040052,許可,女性,NA,NA,0,4,0,0,2,2,0,4536,80
8180,1998,0,1030028,許可,女性,1970,NA,1,0,0,1,0,0,0,0,211
8181,1999,0,1150043,拒否,女性,1970,NA,0,6,3,0,2,3,0,0,53
8182,1999,0,2630024,許可,女性,1960,NA,0,9,0,0,0,0,0,53352,77
8183,1999,0,2160035,拒否,女性,1970,NA,1,3,0,1,2,0,0,33048,103
8184,1998,0,2720033,許可,女性,NA,NA,1,3,1,0,9,2,0,8424,43
8185,1999,0,1670021,許可,男性,1950,NA,0,8,0,0,2,0,0,14256,66
8186,1999,0,1350061,許可,女性,1970,NA,0,0,0,0,4,0,0,2376,107
8187,1999,0,1240005,許可,女性,NA,NA,0,10,0,0,4,0,0,3240,37
8188,1990,0,1130031,許可,女性,NA,NA,2,4,1,0,1,0,0,1944,93
8189,1999,0,3501308,許可,女性,1950,NA,0,7,0,0,13,0,0,89856,36
8190,1986,0,2710066,許可,女性,1960,NA,0,2,4,0,0,2,0,10800,59
8191,1999,0,1250051,許可,女性,NA,NA,6,10,1,0,3,1,0,45252,22
8192,1999,0,2480024,許可,男性,1950,NA,0,1,1,0,2,7,0,5184,67
8193,1994,0,1350044,許可,女性,NA,NA,0,1,5,0,0,3,0,24300,87
8194,1999,0,NA,許可,女性,NA,NA,0,7,2,0,3,0,0,4536,59
8195,1998,0,2850855,許可,女性,NA,NA,0,10,0,0,1,0,0,32508,70
8196,1999,0,3060306,拒否,女性,NA,NA,0,0,1,0,0,0,0,0,NA
8197,1999,0,2340052,許可,女性,NA,NA,3,6,0,0,5,1,0,81972,47
8198,1999,0,2790013,許可,男性,1970,NA,3,5,0,0,3,1,0,0,65
8199,1999,0,2702203,許可,女性,NA,NA,1,1,0,0,1,0,0,11340,215
8200,1999,0,3400015,許可,女性,1970,NA,0,0,0,0,1,0,0,0,NA
8201,1994,0,2720143,許可,女性,1950,NA,0,7,0,0,2,0,1,7344,84
8202,1999,0,3620074,拒否,女性,1950,NA,0,5,7,1,6,4,0,57888,31
8203,1995,0,1130033,許可,女性,NA,NA,0,0,1,0,1,0,0,12528,72
8204,1999,0,1420041,許可,女性,1960,NA,0,2,1,0,1,6,0,0,72
8205,2000,0,2850837,許可,男性,1970,NA,0,2,1,1,2,1,0,1944,105
8206,1999,0,1540004,許可,女性,NA,NA,0,5,0,0,0,0,1,0,151
8207,1999,0,2510035,許可,女性,1950,NA,0,5,0,1,1,0,0,36072,78
8208,1989,0,1100015,許可,女性,1950,NA,0,2,1,0,0,0,1,0,203
8209,1999,0,5060053,拒否,女性,1960,NA,0,7,6,0,2,0,0,23328,49
8210,1999,0,1160002,拒否,女性,NA,NA,0,1,0,0,0,0,0,0,NA
8211,1999,0,1010051,許可,女性,1970,NA,4,2,0,0,1,0,0,0,94
8212,1999,0,2790011,許可,女性,1950,NA,0,8,0,0,0,0,0,0,84
8213,1999,0,1320031,許可,女性,NA,NA,0,1,0,0,0,1,1,6264,271
8214,1995,0,1400002,許可,女性,1970,NA,0,1,2,0,2,3,0,19116,60
8215,1999,0,1670035,拒否,女性,1950,NA,0,4,0,0,1,1,0,25704,80
8216,1999,0,1420041,許可,女性,1970,NA,1,7,1,0,4,0,0,7560,52
8217,1999,0,1410022,許可,女性,1970,NA,0,1,1,1,5,1,0,3672,59
8218,1999,0,2790002,許可,男性,1970,NA,1,2,1,0,0,1,0,0,95
8219,1999,0,1140013,許可,女性,NA,NA,0,8,0,0,4,0,0,46332,61
8220,1999,0,1560054,許可,女性,1960,NA,0,8,3,0,7,0,0,7776,40
8221,1999,0,1350023,許可,女性,NA,NA,8,6,0,1,3,0,0,21168,30
8222,2000,0,3330842,許可,女性,NA,NA,0,2,0,0,1,0,0,31968,142
8223,2000,0,1100001,拒否,女性,1970,NA,0,4,0,0,1,0,0,3780,173
8224,2000,0,1450074,許可,女性,1960,NA,0,3,1,0,0,0,0,4104,164
8225,2000,0,3560006,許可,女性,NA,NA,0,0,2,0,0,2,0,0,189
8226,2000,0,2720031,許可,女性,1960,NA,0,8,0,0,2,0,0,7776,70
8227,2000,0,1330056,許可,女性,1960,NA,0,4,3,0,2,0,0,8640,80
8228,2000,0,1650023,拒否,女性,NA,NA,0,14,0,0,1,0,0,4536,48
8229,2000,0,1320035,許可,女性,NA,NA,2,9,8,0,7,6,1,9396,22
8230,2000,0,2730865,許可,女性,1960,NA,0,0,1,0,0,1,0,0,104
8231,2000,0,2470053,許可,女性,1940,NA,0,2,0,1,9,0,0,31752,58
8232,2000,0,3380001,許可,女性,NA,NA,0,15,0,0,13,0,0,145778,26
8233,2000,0,1530061,許可,女性,NA,NA,1,1,1,0,3,0,0,0,100
8234,2000,0,1050013,許可,男性,1970,NA,0,2,2,0,1,8,0,0,57
8235,2000,0,3140423,許可,女性,1960,NA,0,1,0,3,1,1,0,0,111
8236,2000,0,2550005,許可,女性,1970,NA,0,1,0,0,1,2,0,0,133
8237,2000,0,1160002,許可,女性,1960,NA,0,2,0,0,6,4,0,7992,60
8238,2000,0,3430015,許可,女性,NA,NA,0,1,0,1,0,0,0,0,100
8239,2000,0,1460085,許可,女性,1960,NA,0,36,1,0,12,0,0,49680,14
8240,2000,0,1740056,許可,女性,1950,NA,0,6,2,0,8,1,0,5292,40
8241,2000,0,1110031,許可,女性,1970,NA,0,3,0,0,3,0,0,1944,86
8242,2000,0,1460084,許可,女性,NA,NA,0,3,2,0,0,0,0,6912,99
8243,2000,0,NA,拒否,女性,NA,NA,0,9,0,0,3,0,0,13932,61
8244,2000,0,1460094,許可,女性,1960,NA,0,1,4,0,0,1,0,0,115
8245,2000,0,1040054,許可,女性,NA,NA,1,13,0,0,12,0,0,68256,28
8246,2000,0,1200036,許可,女性,NA,NA,1,1,0,0,3,0,0,1944,101
8247,2000,0,1400001,許可,女性,NA,NA,2,5,3,0,1,0,0,31320,44
8248,2000,0,2700034,許可,女性,1970,NA,0,2,4,0,1,1,0,0,60
8249,2000,0,1640012,許可,女性,1960,NA,1,7,2,0,7,2,0,22140,29
8250,2000,0,3320021,許可,女性,NA,NA,0,3,3,0,3,1,0,5832,76
8251,2000,0,1050013,許可,女性,1940,NA,0,14,0,0,7,0,0,46656,35
8252,2000,0,1040033,許可,女性,1960,NA,0,2,3,0,2,5,0,9072,43
