customer_id,zipcode,lon,lat,station_cd,station_name,line_name,line_cd,l,m,s,dist
5517,2310852,139.64032,35.42884,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,西竹之丸,0.006408558808336089
5517,2310852,139.64032,35.42884,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,西竹之丸,0.006408558808336089
5518,2591114,139.32489,35.42174,2500135,愛甲石田,小田急線,25001,神奈川県,伊勢原市,高森,0.019641957641734445
5519,2450016,139.49194,35.4231,2900205,いずみ野,相鉄いずみ野線,29002,神奈川県,横浜市泉区,和泉町,0.00709419347072412
5520,2400011,139.59224,35.45176,2900105,星川,相鉄本線,29001,神奈川県,横浜市保土ケ谷区,桜ケ丘,0.007340820935022945
5521,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5522,2250014,139.54924,35.54449,2600318,市が尾,東急田園都市線,26003,神奈川県,横浜市青葉区,荏田西,0.01043415473337237
5523,2310868,139.63945,35.43674,1130704,石川町,JR根岸線,11307,神奈川県,横浜市中区,石川町,0.00405152810676517
5523,2310868,139.63945,35.43674,1133238,石川町,JR京浜東北線,11332,神奈川県,横浜市中区,石川町,0.00405152810676517
5524,2450015,139.50369,35.403,9931629,中田,ブルーライン,99316,神奈川県,横浜市泉区,中田西,0.011159267090628134
5525,2440812,139.54623,35.41473,9931626,舞岡,ブルーライン,99316,神奈川県,横浜市戸塚区,柏尾町,0.013151040491156184
5526,2410022,139.54921,35.47131,2900109,鶴ヶ峰,相鉄本線,29001,神奈川県,横浜市旭区,鶴ケ峰,0.0037399487964414066
5527,2310801,139.66341,35.43836,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,新山下,0.01358786944300948
5528,2310806,139.66046,35.42822,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,本牧町,0.014097782307874111
5528,2310806,139.66046,35.42822,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,本牧町,0.014097782307874111
5529,2220037,139.61789,35.52277,9931607,北新横浜,ブルーライン,99316,神奈川県,横浜市港北区,大倉山,0.006161832925341709
5530,2310851,139.64165,35.42501,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,山元町,0.0051321326950833175
5530,2310851,139.64165,35.42501,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,山元町,0.0051321326950833175
5531,2300012,139.66466,35.52084,1130401,鶴見,JR鶴見線,11304,神奈川県,横浜市鶴見区,下末吉,0.01693716649856622
5531,2300012,139.66466,35.52084,1133232,鶴見,JR京浜東北線,11332,神奈川県,横浜市鶴見区,下末吉,0.01693716649856622
5532,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5533,2310801,139.66341,35.43836,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,新山下,0.01358786944300948
5534,2210834,139.62363,35.47039,2700125,神奈川,京急本線,27001,神奈川県,横浜市神奈川区,台町,0.0038442362050304536
5535,2590111,139.2869,35.30963,1130112,大磯,JR東海道本線(東京～熱海),11301,神奈川県,中郡大磯町,国府本郷,0.026540529478516928
5536,2360011,139.63222,35.35492,2700137,能見台,京急本線,27001,神奈川県,横浜市金沢区,長浜,0.006353883300782886
5537,2320042,139.61809,35.42773,9931619,吉野町,ブルーライン,99316,神奈川県,横浜市南区,堀ノ内町,0.007767580446961143
5538,2400012,139.59639,35.44922,1130807,保土ケ谷,JR横須賀線,11308,神奈川県,横浜市保土ケ谷区,月見台,0.004109213671727446
5538,2400012,139.59639,35.44922,1133311,保土ケ谷,JR湘南新宿ライン,11333,神奈川県,横浜市保土ケ谷区,月見台,0.004109213671727446
5539,2510057,139.46136,35.34781,2500213,藤沢本町,小田急江ノ島線,25002,神奈川県,藤沢市,城南,0.014690863827546306
5540,2310801,139.66341,35.43836,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,新山下,0.01358786944300948
5541,2450067,139.5023,35.38641,9931628,踊場,ブルーライン,99316,神奈川県,横浜市戸塚区,深谷町,0.025080524476177164
5542,2200033,139.62462,35.44447,2700128,日ノ出町,京急本線,27001,神奈川県,横浜市西区,東ケ丘,0.0023282379603599976
5544,2310842,139.6528,35.43246,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,上野町,0.008464891375573954
5544,2310842,139.6528,35.43246,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,上野町,0.008464891375573954
5545,2590124,139.24855,35.29539,1130113,二宮,JR東海道本線(東京～熱海),11301,神奈川県,中郡二宮町,山西,0.008984939677040157
5546,2210005,139.63998,35.50375,2600117,妙蓮寺,東急東横線,26001,神奈川県,横浜市神奈川区,松見町,0.008411934200886742
5547,2210862,139.59587,35.48936,9931610,片倉町,ブルーライン,99316,神奈川県,横浜市神奈川区,三枚町,0.010674497927324535
5548,2260025,139.51649,35.52322,1130608,十日市場,JR横浜線,11306,神奈川県,横浜市緑区,十日市場町,0.00304058481217016
5549,2200012,139.62981,35.46173,9931002,新高島,みなとみらい線,99310,神奈川県,横浜市西区,みなとみらい（次のビルを除く）,0.0033164470446511753
5550,2200012,139.62981,35.46173,9931002,新高島,みなとみらい線,99310,神奈川県,横浜市西区,みなとみらい（次のビルを除く）,0.0033164470446511753
5551,2310867,139.63806,35.43428,1130704,石川町,JR根岸線,11307,神奈川県,横浜市中区,打越,0.0066527182414419074
5551,2310867,139.63806,35.43428,1133238,石川町,JR京浜東北線,11332,神奈川県,横浜市中区,打越,0.0066527182414419074
5552,2210852,139.61569,35.47833,9931612,三ツ沢下町,ブルーライン,99316,神奈川県,横浜市神奈川区,三ツ沢下町,0.0020197831566759195
5553,2250013,139.55807,35.56015,2600317,江田,東急田園都市線,26003,神奈川県,横浜市青葉区,荏田町,0.006716855290982509
5554,2230062,139.62946,35.5537,9934309,日吉本町,グリーンライン,99343,神奈川県,横浜市港北区,日吉本町,0.005597349819339445
5555,2270062,139.51822,35.54549,2600320,青葉台,東急田園都市線,26003,神奈川県,横浜市青葉区,青葉台,0.0027668684464553796
5556,2310804,139.66402,35.42846,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,本牧宮原,0.017664817746017417
5556,2310804,139.66402,35.42846,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,本牧宮原,0.017664817746017417
5557,2200023,139.61964,35.4605,2900102,平沼橋,相鉄本線,29001,神奈川県,横浜市西区,平沼,0.002746829809080467
5558,2310843,139.65613,35.43229,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,本郷町,0.011105684400341188
5558,2310843,139.65613,35.43229,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,本郷町,0.011105684400341188
5560,1610033,139.69958,35.71574,2200703,下落合,西武新宿線,22007,東京都,新宿区,下落合,0.004190340916915065
5561,2450016,139.49194,35.4231,2900205,いずみ野,相鉄いずみ野線,29002,神奈川県,横浜市泉区,和泉町,0.00709419347072412
5562,2310801,139.66341,35.43836,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,新山下,0.01358786944300948
5563,2310836,139.64041,35.41823,1130706,根岸,JR根岸線,11307,神奈川県,横浜市中区,根岸町,0.004963771247759407
5563,2310836,139.64041,35.41823,1133240,根岸,JR京浜東北線,11332,神奈川県,横浜市中区,根岸町,0.004963771247759407
5564,2200012,139.62981,35.46173,9931002,新高島,みなとみらい線,99310,神奈川県,横浜市西区,みなとみらい（次のビルを除く）,0.0033164470446511753
5565,2240037,139.58229,35.53992,9931605,仲町台,ブルーライン,99316,神奈川県,横浜市都筑区,茅ケ崎南,0.008767261202919006
5566,2530055,139.40288,35.3198,1130110,茅ケ崎,JR東海道本線(東京～熱海),11301,神奈川県,茅ヶ崎市,中海岸,0.011761886328303625
5566,2530055,139.40288,35.3198,1130901,茅ケ崎,JR相模線,11309,神奈川県,茅ヶ崎市,中海岸,0.011761886328303625
5567,2460037,139.48436,35.46323,2900113,瀬谷,相鉄本線,29001,神奈川県,横浜市瀬谷区,橋戸,0.007400737801060015
5568,2220023,139.63493,35.4954,2600117,妙蓮寺,東急東横線,26001,神奈川県,横浜市港北区,仲手原,0.0037988599605665503
5569,2310802,139.66362,35.43047,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,小港町,0.01756352088849317
5569,2310802,139.66362,35.43047,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,小港町,0.01756352088849317
5570,2200006,139.60747,35.46739,9931611,三ツ沢上町,ブルーライン,99316,神奈川県,横浜市西区,宮ケ谷,0.009368677654826402
5571,1510063,139.69011,35.66724,2800519,代々木公園,東京メトロ千代田線,28005,東京都,渋谷区,富ヶ谷,0.0021938391007582684
5572,2340054,139.59081,35.36632,1130709,洋光台,JR根岸線,11307,神奈川県,横浜市港南区,港南台,0.013852147450849134
5572,2340054,139.59081,35.36632,1133243,洋光台,JR京浜東北線,11332,神奈川県,横浜市港南区,港南台,0.013852147450849134
5573,2300077,139.64917,35.50266,1130602,大口,JR横浜線,11306,神奈川県,横浜市鶴見区,東寺尾,0.010681158598200739
5574,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5575,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5577,2310801,139.66341,35.43836,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,新山下,0.01358786944300948
5578,2360011,139.63222,35.35492,2700137,能見台,京急本線,27001,神奈川県,横浜市金沢区,長浜,0.006353883300782886
5579,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5580,2440003,139.52734,35.39108,1130106,戸塚,JR東海道本線(東京～熱海),11301,神奈川県,横浜市戸塚区,戸塚町,0.011646942431373621
5580,2440003,139.52734,35.39108,1130809,戸塚,JR横須賀線,11308,神奈川県,横浜市戸塚区,戸塚町,0.011646942431373621
5580,2440003,139.52734,35.39108,1132802,戸塚,JR成田エクスプレス,11328,神奈川県,横浜市戸塚区,戸塚町,0.011646942431373621
5580,2440003,139.52734,35.39108,1133313,戸塚,JR湘南新宿ライン,11333,神奈川県,横浜市戸塚区,戸塚町,0.011646942431373621
5581,2310801,139.66341,35.43836,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,新山下,0.01358786944300948
5582,2410005,139.54929,35.48118,2900109,鶴ヶ峰,相鉄本線,29001,神奈川県,横浜市旭区,白根,0.00615612028797381
5583,2300051,139.67664,35.50301,1130402,国道,JR鶴見線,11304,神奈川県,横浜市鶴見区,鶴見中央,0.0024157982117684975
5584,2270038,139.48817,35.55131,2600803,こどもの国,東急こどもの国線,26008,神奈川県,横浜市青葉区,奈良,0.006893097562047838
5585,2310862,139.64882,35.43717,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山手町,0.005505585890707488
5586,2210053,139.64047,35.4705,2700124,仲木戸,京急本線,27001,神奈川県,横浜市神奈川区,橋本町,0.00902371015713014
5587,2530022,139.43484,35.32899,1130109,辻堂,JR東海道本線(東京～熱海),11301,神奈川県,茅ヶ崎市,松浪,0.014566647006074986
5589,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5590,2380051,139.66245,35.26518,1130817,衣笠,JR横須賀線,11308,神奈川県,横須賀市,不入斗町,0.008186083923341834
5591,1430015,139.72794,35.57081,2700111,梅屋敷,京急本線,27001,東京都,大田区,大森西,0.003950474022190866
5592,2210065,139.6299,35.48616,2600119,東白楽,東急東横線,26001,神奈川県,横浜市神奈川区,白楽,0.002690922704200419
5593,1430015,139.72794,35.57081,2700111,梅屋敷,京急本線,27001,東京都,大田区,大森西,0.003950474022190866
5595,2460000,139.49858,35.46599,2900112,三ツ境,相鉄本線,29001,神奈川県,横浜市瀬谷区,以下に掲載がない場合,0.0044568200546876505
5596,2340054,139.59081,35.36632,1130709,洋光台,JR根岸線,11307,神奈川県,横浜市港南区,港南台,0.013852147450849134
5596,2340054,139.59081,35.36632,1133243,洋光台,JR京浜東北線,11332,神奈川県,横浜市港南区,港南台,0.013852147450849134
5597,2200006,139.60747,35.46739,9931611,三ツ沢上町,ブルーライン,99316,神奈川県,横浜市西区,宮ケ谷,0.009368677654826402
5598,2210002,139.64531,35.491,1130602,大口,JR横浜線,11306,神奈川県,横浜市神奈川区,大口通,0.0016873378440653442
5599,2400005,139.59914,35.4532,2900104,天王町,相鉄本線,29001,神奈川県,横浜市保土ケ谷区,神戸町,0.003502863400125774
5600,2440801,139.55975,35.43456,1130808,東戸塚,JR横須賀線,11308,神奈川県,横浜市戸塚区,品濃町,0.005141671420858922
5600,2440801,139.55975,35.43456,1133312,東戸塚,JR湘南新宿ライン,11333,神奈川県,横浜市戸塚区,品濃町,0.005141671420858922
5601,2440803,139.56497,35.42317,1130808,東戸塚,JR横須賀線,11308,神奈川県,横浜市戸塚区,平戸町,0.010883127537607572
5601,2440803,139.56497,35.42317,1133312,東戸塚,JR湘南新宿ライン,11333,神奈川県,横浜市戸塚区,平戸町,0.010883127537607572
5602,2310854,139.63651,35.41985,1130706,根岸,JR根岸線,11307,神奈川県,横浜市中区,根岸旭台,0.003991484059843285
5602,2310854,139.63651,35.41985,1133240,根岸,JR京浜東北線,11332,神奈川県,横浜市中区,根岸旭台,0.003991484059843285
5603,2310024,139.6431,35.4393,1130704,石川町,JR根岸線,11307,神奈川県,横浜市中区,吉浜町,5.192494583566213e-4
5603,2310024,139.6431,35.4393,1133238,石川町,JR京浜東北線,11332,神奈川県,横浜市中区,吉浜町,5.192494583566213e-4
5604,2480024,139.52557,35.30405,9932010,稲村ヶ崎,江ノ島電鉄線,99320,神奈川県,鎌倉市,稲村ガ崎,0.0032547817130959738
5605,2310021,139.64236,35.44637,9931005,日本大通り,みなとみらい線,99310,神奈川県,横浜市中区,日本大通,5.146892266192788e-4
5606,2200035,139.61836,35.44441,2700129,黄金町,京急本線,27001,神奈川県,横浜市西区,霞ケ丘,0.006249052408157741
5607,2220001,139.63487,35.52758,2600115,大倉山,東急東横線,26001,神奈川県,横浜市港北区,樽町,0.007221242552365909
5609,2310801,139.66341,35.43836,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,新山下,0.01358786944300948
5610,2260002,139.58331,35.5072,1130605,小机,JR横浜線,11306,神奈川県,横浜市緑区,東本郷,0.016530832344421292
5611,2500857,139.14098,35.29831,2500144,富水,小田急線,25001,神奈川県,小田原市,柳新田,0.004464100917295112
5612,2310801,139.66341,35.43836,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,新山下,0.01358786944300948
5613,2350023,139.60948,35.3897,2700134,屏風浦,京急本線,27001,神奈川県,横浜市磯子区,森,0.004566971096915027
5614,2510023,139.48334,35.33713,2500214,藤沢,小田急江ノ島線,25002,神奈川県,藤沢市,鵠沼花沢町,0.0039017105223330957
5615,2200023,139.61964,35.4605,2900102,平沼橋,相鉄本線,29001,神奈川県,横浜市西区,平沼,0.002746829809080467
5616,2260014,139.52974,35.50993,1130607,中山,JR横浜線,11306,神奈川県,横浜市緑区,台村町,0.01105561074748812
5617,2300003,139.68637,35.52463,2700116,八丁畷,京急本線,27001,神奈川県,横浜市鶴見区,尻手,0.005219612246134012
5618,2310843,139.65613,35.43229,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,本郷町,0.011105684400341188
5618,2310843,139.65613,35.43229,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,本郷町,0.011105684400341188
5619,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5620,2200012,139.62981,35.46173,9931002,新高島,みなとみらい線,99310,神奈川県,横浜市西区,みなとみらい（次のビルを除く）,0.0033164470446511753
5621,2200012,139.62981,35.46173,9931002,新高島,みなとみらい線,99310,神奈川県,横浜市西区,みなとみらい（次のビルを除く）,0.0033164470446511753
5622,2310862,139.64882,35.43717,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山手町,0.005505585890707488
5623,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5624,2360035,139.60612,35.32994,2700402,六浦,京急逗子線,27004,神奈川県,横浜市金沢区,大道,0.009047222999355162
5625,2350033,139.62224,35.3809,9931701,新杉田,金沢シーサイドライン,99317,神奈川県,横浜市磯子区,杉田,0.005311403298574086
5626,2200051,139.617,35.45504,2700127,戸部,京急本線,27001,神奈川県,横浜市西区,中央,0.003014113634238279
5627,2210865,139.60544,35.4855,9931610,片倉町,ブルーライン,99316,神奈川県,横浜市神奈川区,片倉,0.004825356567142429
5628,2470013,139.57961,35.35208,1130710,港南台,JR根岸線,11307,神奈川県,横浜市栄区,上郷町,0.0233470618708208
5628,2470013,139.57961,35.35208,1133244,港南台,JR京浜東北線,11332,神奈川県,横浜市栄区,上郷町,0.0233470618708208
5629,1870002,139.50386,35.73321,2200718,花小金井,西武新宿線,22007,東京都,小平市,花小金井,0.011743082431793507
5630,2310806,139.66046,35.42822,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,本牧町,0.014097782307874111
5630,2310806,139.66046,35.42822,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,本牧町,0.014097782307874111
5631,2300011,139.66612,35.52917,1130303,矢向,JR南武線,11303,神奈川県,横浜市鶴見区,上末吉,0.01769298007685954
5632,2330013,139.56738000000001,35.39931,9931624,上永谷,ブルーライン,99316,神奈川県,横浜市港南区,丸山台,0.005724635359545829
5633,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5634,2350033,139.62224,35.3809,9931701,新杉田,金沢シーサイドライン,99317,神奈川県,横浜市磯子区,杉田,0.005311403298574086
5635,2220000,139.63327,35.51908,2600115,大倉山,東急東横線,26001,神奈川県,横浜市港北区,以下に掲載がない場合,0.004817462402559529
5636,2440803,139.56497,35.42317,1130808,東戸塚,JR横須賀線,11308,神奈川県,横浜市戸塚区,平戸町,0.010883127537607572
5636,2440803,139.56497,35.42317,1133312,東戸塚,JR湘南新宿ライン,11333,神奈川県,横浜市戸塚区,平戸町,0.010883127537607572
5637,2310824,139.65979,35.41798,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,本牧三之谷,0.01606328565393072
5637,2310824,139.65979,35.41798,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,本牧三之谷,0.01606328565393072
5639,2470013,139.57961,35.35208,1130710,港南台,JR根岸線,11307,神奈川県,横浜市栄区,上郷町,0.0233470618708208
5639,2470013,139.57961,35.35208,1133244,港南台,JR京浜東北線,11332,神奈川県,横浜市栄区,上郷町,0.0233470618708208
5640,2410004,139.54366,35.49058,2900109,鶴ヶ峰,相鉄本線,29001,神奈川県,横浜市旭区,中白根,0.01663997827523212
5641,2320041,139.61925,35.43136,9931619,吉野町,ブルーライン,99316,神奈川県,横浜市南区,睦町,0.004204838403549315
5642,2230061,139.6499,35.54321,9934310,日吉,グリーンライン,99343,神奈川県,横浜市港北区,日吉,0.010508771241207674
5643,2390841,139.68802,35.21033,2700505,ＹＲＰ野比,京急久里浜線,27005,神奈川県,横須賀市,野比,0.003510057691828914
5645,2310851,139.64165,35.42501,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,山元町,0.0051321326950833175
5645,2310851,139.64165,35.42501,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,山元町,0.0051321326950833175
5648,2350044,139.59914,35.36572,1130709,洋光台,JR根岸線,11307,神奈川県,横浜市磯子区,峰町,0.013263829349019117
5648,2350044,139.59914,35.36572,1133243,洋光台,JR京浜東北線,11332,神奈川県,横浜市磯子区,峰町,0.013263829349019117
5649,2450062,139.51776,35.39109,9931628,踊場,ブルーライン,99316,神奈川県,横浜市戸塚区,汲沢町,0.014834993360293243
5650,2210865,139.60544,35.4855,9931610,片倉町,ブルーライン,99316,神奈川県,横浜市神奈川区,片倉,0.004825356567142429
5652,2210005,139.63998,35.50375,2600117,妙蓮寺,東急東横線,26001,神奈川県,横浜市神奈川区,松見町,0.008411934200886742
5653,2310842,139.6528,35.43246,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,上野町,0.008464891375573954
5653,2310842,139.6528,35.43246,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,上野町,0.008464891375573954
5654,2450016,139.49194,35.4231,2900205,いずみ野,相鉄いずみ野線,29002,神奈川県,横浜市泉区,和泉町,0.00709419347072412
5655,2220022,139.62521,35.49929,2600117,妙蓮寺,東急東横線,26001,神奈川県,横浜市港北区,篠原東,0.008000336055435209
5656,2520216,139.3631,35.5747,1130615,相模原,JR横浜線,11306,神奈川県,相模原市中央区,清新,0.010191444892646217
5657,2310844,139.6507,35.42895,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,西之谷町,0.004745008535300038
5657,2310844,139.6507,35.42895,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,西之谷町,0.004745008535300038
5658,2310843,139.65613,35.43229,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,本郷町,0.011105684400341188
5658,2310843,139.65613,35.43229,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,本郷町,0.011105684400341188
5659,2300012,139.66466,35.52084,1130401,鶴見,JR鶴見線,11304,神奈川県,横浜市鶴見区,下末吉,0.01693716649856622
5659,2300012,139.66466,35.52084,1133232,鶴見,JR京浜東北線,11332,神奈川県,横浜市鶴見区,下末吉,0.01693716649856622
5661,2220023,139.63493,35.4954,2600117,妙蓮寺,東急東横線,26001,神奈川県,横浜市港北区,仲手原,0.0037988599605665503
5662,2350032,139.62779,35.38968,9931701,新杉田,金沢シーサイドライン,99317,神奈川県,横浜市磯子区,新杉田町,0.00820122338436313
5663,2591322,139.19562,35.36886,2500140,渋沢,小田急線,25001,神奈川県,秦野市,渋沢,0.012350133966878982
5664,2310036,139.63333,35.43828,9931617,伊勢佐木長者町,ブルーライン,99316,神奈川県,横浜市中区,山田町,0.0027682868348489157
5665,2320004,139.62241,35.44045,2700129,黄金町,京急本線,27001,神奈川県,横浜市南区,前里町,7.576516349827264e-4
5667,2310843,139.65613,35.43229,1130705,山手,JR根岸線,11307,神奈川県,横浜市中区,本郷町,0.011105684400341188
5667,2310843,139.65613,35.43229,1133239,山手,JR京浜東北線,11332,神奈川県,横浜市中区,本郷町,0.011105684400341188
5668,2510043,139.46498,35.33567,2500215,本鵠沼,小田急江ノ島線,25002,神奈川県,藤沢市,辻堂元町,0.011377491155795727
5669,2310854,139.63651,35.41985,1130706,根岸,JR根岸線,11307,神奈川県,横浜市中区,根岸旭台,0.003991484059843285
5669,2310854,139.63651,35.41985,1133240,根岸,JR京浜東北線,11332,神奈川県,横浜市中区,根岸旭台,0.003991484059843285
5670,2120052,139.68962,35.5559,2600605,武蔵新田,東急多摩川線,26006,神奈川県,川崎市幸区,古市場,0.01225078903581369
5672,1430015,139.72794,35.57081,2700111,梅屋敷,京急本線,27001,東京都,大田区,大森西,0.003950474022190866
5673,2210852,139.61569,35.47833,9931612,三ツ沢下町,ブルーライン,99316,神奈川県,横浜市神奈川区,三ツ沢下町,0.0020197831566759195
5674,2210021,139.65273,35.4856,1133233,新子安,JR京浜東北線,11332,神奈川県,横浜市神奈川区,子安通,0.0025158322678638335
5675,2220024,139.62569,35.49205,2600118,白楽,東急東横線,26001,神奈川県,横浜市港北区,篠原台町,0.0033165117216691054
5678,2210844,139.61664,35.47171,9931612,三ツ沢下町,ブルーライン,99316,神奈川県,横浜市神奈川区,沢渡,0.0051388815903776214
5679,2200006,139.60747,35.46739,9931611,三ツ沢上町,ブルーライン,99316,神奈川県,横浜市西区,宮ケ谷,0.009368677654826402
5680,2450004,139.52415,35.4191,9931628,踊場,ブルーライン,99316,神奈川県,横浜市泉区,領家,0.014517993938558947
5681,2400007,139.5892,35.45764,2900105,星川,相鉄本線,29001,神奈川県,横浜市保土ケ谷区,明神台,0.005703287823707435
5682,2210831,139.62271,35.47387,2600120,反町,東急東横線,26001,神奈川県,横浜市神奈川区,上反町,0.002767314402077277
5683,2240061,139.55692,35.53965,9934303,都筑ふれあいの丘,グリーンライン,99343,神奈川県,横浜市都筑区,大丸,0.005395480516152326
5684,2400065,139.58925,35.46381,2900106,和田町,相鉄本線,29001,神奈川県,横浜市保土ケ谷区,和田,0.0024731892365966405
5685,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5686,2521131,139.41808,35.46429,2900117,かしわ台,相鉄本線,29001,神奈川県,綾瀬市,寺尾北,0.0033152008988898466
5687,2220022,139.62521,35.49929,2600117,妙蓮寺,東急東横線,26001,神奈川県,横浜市港北区,篠原東,0.008000336055435209
5688,2591216,139.31482,35.35246,1130112,大磯,JR東海道本線(東京～熱海),11301,神奈川県,平塚市,入野,0.04118590226036313
5689,2440815,139.54187,35.38347,1130711,本郷台,JR根岸線,11307,神奈川県,横浜市戸塚区,下倉田町,0.017665432941207256
5689,2440815,139.54187,35.38347,1133245,本郷台,JR京浜東北線,11332,神奈川県,横浜市戸塚区,下倉田町,0.017665432941207256
5690,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5692,1130001,139.74956,35.72349,9930313,白山,都営三田線,99303,東京都,文京区,白山（１丁目）,0.0033121745123152616
5693,2310023,139.65695,35.44601,9931006,元町・中華街,みなとみらい線,99310,神奈川県,横浜市中区,山下町,0.007424177799600689
5694,2200073,139.61563,35.46213,2900102,平沼橋,相鉄本線,29001,神奈川県,横浜市西区,岡野,0.002180805814364902
5696,2470007,139.55397,35.37346,1130711,本郷台,JR根岸線,11307,神奈川県,横浜市栄区,小菅ケ谷,0.0067654874916639055
5696,2470007,139.55397,35.37346,1133245,本郷台,JR京浜東北線,11332,神奈川県,横浜市栄区,小菅ケ谷,0.0067654874916639055
5697,2350036,139.61487,35.39034,1130708,新杉田,JR根岸線,11307,神奈川県,横浜市磯子区,中原,0.005776616483728436
5697,2350036,139.61487,35.39034,1133242,新杉田,JR京浜東北線,11332,神奈川県,横浜市磯子区,中原,0.005776616483728436
5698,2110012,139.66885,35.56852,1130306,向河原,JR南武線,11303,神奈川県,川崎市中原区,中丸子,0.004654636505676835
5699,2320007,139.60783,35.43979,2700130,南太田,京急本線,27001,神奈川県,横浜市南区,清水ケ丘,0.006271664292661965
5700,2440802,139.56955,35.43412,1130808,東戸塚,JR横須賀線,11308,神奈川県,横浜市戸塚区,平戸,0.0133005949115039
5700,2440802,139.56955,35.43412,1133312,東戸塚,JR湘南新宿ライン,11333,神奈川県,横浜市戸塚区,平戸,0.0133005949115039
5701,2210015,139.64761,35.4945,1130602,大口,JR横浜線,11306,神奈川県,横浜市神奈川区,神之木町,0.0025026603844639146
5702,2210825,139.62877,35.47524,2600120,反町,東急東横線,26001,神奈川県,横浜市神奈川区,反町,0.0034692202293901933
5703,2200003,139.61343,35.46724,9931613,横浜,ブルーライン,99316,神奈川県,横浜市西区,楠町,0.00663443441448189
5704,2310033,139.63336,35.44053,9931617,伊勢佐木長者町,ブルーライン,99316,神奈川県,横浜市中区,長者町,5.459413887975387e-4
5705,2210002,139.64531,35.491,1130602,大口,JR横浜線,11306,神奈川県,横浜市神奈川区,大口通,0.0016873378440653442
5706,2450015,139.50369,35.403,9931629,中田,ブルーライン,99316,神奈川県,横浜市泉区,中田西,0.011159267090628134
